matchid,bo,PlayerId,PlayerName,itemId,itemName
9691,2,3641,FPXhaoye,3156,玛莫提乌斯之噬
9691,2,3641,FPXhaoye,2421,破损的秒表
9691,2,3641,FPXhaoye,2055,控制守卫
9691,2,3641,FPXhaoye,3111,水银之靴
9691,2,3641,FPXhaoye,6632,神圣分离者
9691,2,3641,FPXhaoye,3133,考尔菲德的战锤
9691,2,3547,FPXCare,6657,时光之杖
9691,2,3547,FPXCare,2055,控制守卫
9691,2,3547,FPXCare,3157,中娅沙漏
9691,2,3547,FPXCare,3020,法师之靴
9691,2,3547,FPXCare,3089,灭世者的死亡之帽
9691,2,3547,FPXCare,3040,炽天使之拥
9691,2,1266,FPXLwx,6673,不朽盾弓
9691,2,1266,FPXLwx,3031,无尽之刃
9691,2,1266,FPXLwx,3006,狂战士胫甲
9691,2,1266,FPXLwx,3046,幻影之舞
9691,2,1266,FPXLwx,1018,灵巧披风
9691,2,1266,FPXLwx,1055,多兰之刃
9691,2,2804,FPXLele,3853,极冰碎片
9691,2,2804,FPXLele,2065,舒瑞娅的战歌
9691,2,2804,FPXLele,3916,湮灭宝珠
9691,2,2804,FPXLele,3158,明朗之靴
9691,2,2804,FPXLele,1052,增幅典籍
9691,3,3520,FPXXiaolaohu,2420,秒表
9691,3,3520,FPXXiaolaohu,3089,灭世者的死亡之帽
9691,3,3520,FPXXiaolaohu,4645,影焰
9691,3,3520,FPXXiaolaohu,4633,峡谷制造者
9691,3,3520,FPXXiaolaohu,3158,明朗之靴
9691,3,3520,FPXXiaolaohu,3135,虚空之杖
9691,3,3641,FPXhaoye,3071,黑色切割者
9691,3,3641,FPXhaoye,3026,守护天使
9691,3,3641,FPXhaoye,1029,布甲
9691,3,3641,FPXhaoye,3111,水银之靴
9691,3,3641,FPXhaoye,6632,神圣分离者
9691,3,3641,FPXhaoye,3156,玛莫提乌斯之噬
9691,3,3547,FPXCare,3089,灭世者的死亡之帽
9691,3,3547,FPXCare,4645,影焰
9691,3,3547,FPXCare,3102,女妖面纱
9691,3,3547,FPXCare,4636,暗夜收割者
9691,3,3547,FPXCare,3020,法师之靴
9691,3,3547,FPXCare,1082,黑暗封印
9691,3,1266,FPXLwx,3026,守护天使
9691,3,1266,FPXLwx,3036,多米尼克领主的致意
9691,3,1266,FPXLwx,6673,不朽盾弓
9691,3,1266,FPXLwx,3091,智慧末刃
9691,3,1266,FPXLwx,3047,铁板靴
9691,3,1266,FPXLwx,3124,鬼索的狂暴之刃
9691,3,2804,FPXLele,3853,极冰碎片
9691,3,2804,FPXLele,3116,瑞莱的冰晶节杖
9691,3,2804,FPXLele,2055,控制守卫
9691,3,2804,FPXLele,3165,莫雷洛秘典
9691,3,2804,FPXLele,3158,明朗之靴
9691,3,2804,FPXLele,3108,恶魔法典
9691,3,2027,WEBiubiu,3193,石像鬼石板甲
9691,3,2027,WEBiubiu,4401,自然之力
9691,3,2027,WEBiubiu,3068,日炎圣盾
9691,3,2027,WEBiubiu,6662,冰脉护手
9691,3,2027,WEBiubiu,3111,水银之靴
9691,3,3515,WEHeng,1011,巨人腰带
9691,3,3515,WEHeng,3111,水银之靴
9691,3,3515,WEHeng,3190,钢铁烈阳之匣
9691,3,3515,WEHeng,2055,控制守卫
9691,3,3515,WEHeng,3026,守护天使
9691,3,3515,WEHeng,6609,炼金朋克链锯剑
9691,3,3064,WEShanks,3089,灭世者的死亡之帽
9691,3,3064,WEShanks,3102,女妖面纱
9691,3,3064,WEShanks,6655,卢登的激荡
9691,3,3064,WEShanks,4645,影焰
9691,3,3064,WEShanks,3135,虚空之杖
9691,3,3064,WEShanks,3020,法师之靴
9691,3,1470,WEHope,6671,狂风之力
9691,3,1470,WEHope,3026,守护天使
9691,3,1470,WEHope,3085,卢安娜的飓风
9691,3,1470,WEHope,3006,狂战士胫甲
9691,3,1470,WEHope,3031,无尽之刃
9691,3,1470,WEHope,3072,饮血剑
9691,3,3006,WEIwandy,3853,极冰碎片
9691,3,3006,WEIwandy,2065,舒瑞娅的战歌
9691,3,3006,WEIwandy,3107,救赎
9691,3,3006,WEIwandy,4643,警觉眼石
9691,3,3006,WEIwandy,3158,明朗之靴
